survived,pclass,sex,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alive,alone,embarked_Q,embarked_S
0,2,0,0.4333115021019107,0,0,-0.43700743807979686,Second,man,True,,Southampton,no,True,False,True
0,3,1,-1.7953339542155335,4,2,-0.01870931177853076,Third,child,False,,Southampton,no,False,False,True
0,3,0,0.08748720715610042,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
0,1,0,-0.10463740114712752,0,0,-0.6484216535389205,First,man,True,B,Southampton,no,True,False,True
0,3,1,-0.48888661775358344,0,0,-0.4888542575852486,Third,woman,False,,Southampton,no,True,False,True
0,2,0,0.12591212881674602,1,1,0.09664633805084172,Second,man,True,,Cherbourg,no,False,False,False
0,3,0,1.0481102486722402,0,0,-0.5185529211854588,Third,man,True,,Southampton,no,True,False,True
0,3,0,-1.4879345809303688,3,2,-0.08666388103324908,Third,child,False,,Southampton,no,False,False,True
1,1,1,1.7397588385638607,1,1,1.2341715984066093,First,woman,False,B,Southampton,yes,False,False,True
1,3,0,-0.1814872444684187,0,0,-0.47400492578514347,Third,man,True,,Southampton,yes,True,False,True
0,1,0,0.6638610320657843,0,0,-0.6484216535389205,First,man,True,,Southampton,no,True,False,True
1,3,1,-0.1814872444684187,0,1,-0.397241430886295,Third,woman,False,E,Southampton,yes,False,False,True
0,3,0,-2.1027333275006983,4,1,0.1506737441786005,Third,child,False,,Southampton,no,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.5084855775921673,Third,man,True,,Queenstown,no,True,True,False
0,3,0,-0.10463740114712752,0,0,0.48910360681684706,Third,man,True,,Southampton,no,True,False,True
1,2,0,-2.1795831708219895,0,2,0.09664633805084172,Second,child,False,,Cherbourg,yes,False,False,False
1,3,0,-0.10463740114712752,0,0,-0.49237782784290063,Third,man,True,,Queenstown,yes,True,True,False
1,1,1,2.5082572717767726,0,0,0.962353321387736,First,woman,False,B,,yes,True,False,True
1,3,1,-1.1036853643239128,1,0,-0.3573908580066095,Third,child,False,,Cherbourg,yes,False,False,False
1,2,0,-2.192647644186609,1,1,-0.2708962687904854,Second,child,False,,Southampton,yes,False,False,True
0,3,0,-0.10463740114712752,0,0,-0.5028639729296732,Third,man,True,,Cherbourg,no,True,False,False
0,3,0,-0.48888661775358344,0,0,-0.4902797934380587,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.8731358343600393,0,0,-0.48130374989027985,Third,man,True,,Southampton,no,True,False,True
1,1,1,0.7407108753870755,1,1,1.0259447039291216,First,woman,False,E,Cherbourg,yes,False,False,False
0,3,0,-0.6425863043961658,0,0,-0.47400492578514347,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.4863374216869257,Third,man,True,,Southampton,no,True,False,True
1,3,0,0.20276197213803718,0,0,0.48910360681684706,Third,man,True,,Southampton,yes,True,False,True
1,1,0,-0.10463740114712752,0,0,-0.05042144409739929,First,man,True,C,Cherbourg,yes,True,False,False
0,3,0,-0.719436147717457,0,0,-0.4888542575852486,Third,man,True,,Southampton,no,True,False,True
0,2,0,-1.0268355210026217,0,0,-0.43700743807979686,Second,man,True,,Southampton,no,True,False,True
1,1,1,0.04906228549545483,0,0,-0.024246350754841113,First,woman,False,,Cherbourg,yes,True,False,False
0,3,0,0.3948865804412651,0,0,-0.5188046047752911,Third,man,True,,Cherbourg,no,True,False,False
0,3,0,-0.9499856776813305,0,0,-0.47400492578514347,Third,man,True,,Southampton,no,True,False,True
0,3,0,0.9712604053509489,0,0,-0.49640476528021726,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,8,2,0.7519458402879414,Third,man,True,,Southampton,no,False,False,True
0,3,0,0.4333115021019107,0,0,-0.4894421904510968,Third,man,True,,Cherbourg,no,True,False,False
0,2,0,-0.10463740114712752,0,1,0.016023023618325298,Second,man,True,,Southampton,no,False,False,True
1,1,1,-0.10463740114712752,1,0,1.145663540471827,First,woman,False,C,Cherbourg,yes,False,False,False
0,3,0,-1.949033640858116,4,2,-0.01870931177853076,Third,child,False,,Southampton,no,False,False,True
0,3,0,3.430455391632267,0,0,-0.4918744606632361,Third,man,True,,Southampton,no,True,False,True
0,3,1,-1.56478442425166,1,1,-0.3414522396297103,Third,child,False,,Cherbourg,no,False,False,False
1,1,1,-1.0268355210026217,0,1,0.14488502161245778,First,woman,False,D,Southampton,yes,False,False,True
0,2,1,1.1249600919935314,1,0,-0.12491978668775715,Second,woman,False,,Southampton,no,False,False,True
1,3,1,-0.8731358343600393,0,1,-0.4601623283443675,Third,woman,False,,Southampton,yes,False,False,True
1,1,1,1.2018099353148226,1,1,2.671117778445337,First,woman,False,,Southampton,yes,False,False,True
1,1,0,1.6629089952425695,0,0,-0.11384570873513637,First,man,True,E,Southampton,yes,True,False,True
1,3,1,-0.41203677443229225,0,3,-0.26066180729354516,Third,woman,False,,Cherbourg,yes,False,False,False
0,3,0,-0.10463740114712752,0,0,-0.5028639729296732,Third,man,True,,Cherbourg,no,True,False,False
0,3,0,0.8944105620296577,2,0,-0.36435544630444866,Third,man,True,,Southampton,no,False,False,True
0,2,0,-0.6425863043961658,1,0,-0.41687275089321363,Second,man,True,,Southampton,no,False,False,True
1,1,1,1.432359465278696,0,0,-0.1263453225405672,First,woman,False,D,Southampton,yes,True,False,True
0,3,1,-0.10463740114712752,8,2,0.7519458402879414,Third,woman,False,,Southampton,no,False,False,True
0,2,0,-0.41203677443229225,0,0,-0.3866707201133388,Second,man,True,,Southampton,no,True,False,True
1,2,1,0.9712604053509489,0,0,-0.3866707201133388,Second,woman,False,,Southampton,yes,True,False,True
1,2,1,-0.1814872444684187,1,0,-0.3693891181010945,Second,woman,False,,Cherbourg,yes,False,False,False
0,1,0,0.12591212881674602,0,0,0.3682954836973478,First,man,True,A,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.45714212526638004,Third,man,True,,Southampton,no,True,False,True
1,3,0,-1.949033640858116,1,1,-0.4242561406845337,Third,child,False,,Southampton,yes,False,False,True
0,3,0,-0.2583370877897099,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
1,1,1,1.3555096219574048,1,1,0.40974072380221066,First,woman,False,D,Southampton,yes,False,False,True
0,1,0,0.27961181545932834,0,0,-0.5477482176060045,First,man,True,B,Southampton,no,True,False,True
0,3,0,1.3555096219574048,0,0,-0.46720946885967163,Third,man,True,,Southampton,no,True,False,True
1,2,1,-0.10463740114712752,1,0,-0.16518916106092355,Second,woman,False,,Cherbourg,yes,False,False,False
1,3,1,-1.1036853643239128,0,0,-0.5029485386158568,Third,child,False,,Cherbourg,yes,True,False,False
0,3,0,-0.719436147717457,0,0,-0.45017955043725955,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.7962859910387481,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
0,3,0,-0.10463740114712752,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
1,1,1,2.0471582118490255,0,1,1.0259447039291216,First,woman,False,C,Cherbourg,yes,False,False,False
1,2,1,-0.33518693111100106,0,1,-0.12491978668775715,Second,woman,False,,Southampton,yes,False,False,True
0,3,0,0.27961181545932834,0,0,-0.4894421904510968,Third,man,True,,Southampton,no,True,False,True
0,3,1,-0.5657364610748746,0,0,-0.4366711888037809,Third,woman,False,,Southampton,no,True,False,True
0,2,0,-0.10463740114712752,0,0,-0.43700743807979686,Second,man,True,,Southampton,no,True,False,True
0,3,0,-0.33518693111100106,0,0,-0.5064721088735089,Third,man,True,,Southampton,no,True,False,True
0,3,1,0.7407108753870755,0,5,-0.06199888922968463,Third,woman,False,,Queenstown,no,False,True,False
0,2,0,-0.1814872444684187,0,0,-0.3866707201133388,Second,man,True,,Southampton,no,True,False,True
1,1,1,-0.7962859910387481,0,0,-0.04438103794142432,First,woman,False,B,Southampton,yes,True,False,True
0,3,1,-0.10463740114712752,1,2,-0.17626323901354432,Third,woman,False,,Southampton,no,False,False,True
1,1,0,-0.2583370877897099,0,0,-0.04438103794142432,First,man,True,C,Cherbourg,yes,True,False,False
0,3,0,0.20276197213803718,0,0,-0.49237782784290063,Third,man,True,,Queenstown,no,True,True,False
